"","X10","X30","X50","X70","X90","X0.9","X1.0","X1.1","X1.2","X1.3","DelayRising","DelayFalling","WorstCase","expectedDelayCor","resultDelayCor","abs(errorCor)"
"212",19,68,0,0,13,19,68,0,0,13,2.07146e-11,1.96231e-11,2.07146e-11,2.07146e-11,1.17952e-11,43.0585191121238
"213",0,0,0,37,63,0,0,0,37,63,2.81104e-11,2.16372e-11,2.81104e-11,2.81104e-11,2.56309e-11,8.82057886049291
"215",46,13,17,24,0,46,13,17,24,0,1.80299e-11,1.73749e-11,1.80299e-11,1.80299e-11,2.02436e-11,12.2779383135791
"216",10,40,0,21,29,10,40,0,21,29,2.37719e-11,2.21762e-11,2.37719e-11,2.37719e-11,2.42086e-11,1.83704289518296
"218",21,6,15,0,58,21,6,15,0,58,2.53873e-11,2.34934e-11,2.53873e-11,2.53873e-11,2.94375e-11,15.9536461143958
"219",1,12,27,32,28,1,12,27,32,28,2.38726e-11,2.22817e-11,2.38726e-11,2.38726e-11,2.46687e-11,3.33478548628972
"220",30,1,0,59,10,30,1,0,59,10,2.20711e-11,2.07841e-11,2.20711e-11,2.20711e-11,2.23133e-11,1.09736261445963
"222",13,50,2,0,35,13,50,2,0,35,2.39412e-11,2.23052e-11,2.39412e-11,2.39412e-11,2.53099e-11,5.71692312833108
"223",0,29,33,0,38,0,29,33,0,38,2.50301e-11,2.18798e-11,2.50301e-11,2.50301e-11,2.33847e-11,6.57368528291936
"224",0,16,17,24,43,0,16,17,24,43,2.56118e-11,2.23643e-11,2.56118e-11,2.56118e-11,2.53859e-11,0.882015321062946
"225",0,33,19,48,0,0,33,19,48,0,2.04025e-11,1.80528e-11,2.04025e-11,2.04025e-11,2.18348e-11,7.02021811052567
"227",5,18,46,26,5,5,18,46,26,5,2.03269e-11,1.93344e-11,2.03269e-11,2.03269e-11,2.07354e-11,2.00965223423148
"228",0,0,79,21,0,0,0,79,21,0,1.98149e-11,1.62122e-11,1.98149e-11,1.98149e-11,1.96264e-11,0.951304321495428
"229",18,0,5,19,58,18,0,5,19,58,2.55122e-11,2.35921e-11,2.55122e-11,2.55122e-11,2.56621e-11,0.587562029146826
"230",26,4,21,19,30,26,4,21,19,30,2.38805e-11,2.2266e-11,2.38805e-11,2.38805e-11,2.40916e-11,0.883984841188412
"231",26,38,15,17,4,26,38,15,17,4,1.92543e-11,1.84173e-11,1.92543e-11,1.92543e-11,1.44517e-11,24.9429997455114
"232",22,28,5,44,1,22,28,5,44,1,1.96776e-11,1.87976e-11,1.96776e-11,1.96776e-11,2.02077e-11,2.69392608854739
"233",34,3,0,28,35,34,3,0,28,35,2.43491e-11,2.26565e-11,2.43491e-11,2.43491e-11,2.39005e-11,1.8423678903943
"235",35,15,1,37,12,35,15,1,37,12,2.19852e-11,2.0697e-11,2.19852e-11,2.19852e-11,1.94171e-11,11.681039972345
"236",20,80,0,0,0,20,80,0,0,0,1.12133e-11,1.17952e-11,1.17952e-11,1.17952e-11,1.17646e-11,0.259427563754755
"237",13,24,20,32,11,13,24,20,32,11,2.18348e-11,2.05243e-11,2.18348e-11,2.18348e-11,2.04025e-11,6.55971201934525
"238",0,1,0,99,0,0,1,0,99,0,2.12347e-11,1.88458e-11,2.12347e-11,2.12347e-11,2.2764e-11,7.20189124404866
"239",12,4,36,40,8,12,4,36,40,8,2.14376e-11,2.02754e-11,2.14376e-11,2.14376e-11,2.14151e-11,0.104955778631932
"240",0,13,28,45,14,0,13,28,45,14,2.32857e-11,2.04441e-11,2.32857e-11,2.32857e-11,2.0718e-11,11.0269392803309
"241",21,37,0,10,32,21,37,0,10,32,2.38539e-11,2.22376e-11,2.38539e-11,2.38539e-11,2.44205e-11,2.37529292903886
"242",9,0,76,0,15,9,0,76,0,15,2.16867e-11,2.03724e-11,2.16867e-11,2.16867e-11,2.41095e-11,11.1718242056191
"243",58,0,22,20,0,58,0,22,20,0,1.76566e-11,1.70676e-11,1.76566e-11,1.76566e-11,2.02436e-11,14.6517449565602
"244",27,15,22,36,0,27,15,22,36,0,1.9051e-11,1.8241e-11,1.9051e-11,1.9051e-11,1.90561e-11,0.0267702482809273
"245",12,19,12,43,14,12,19,12,43,14,2.24583e-11,2.11023e-11,2.24583e-11,2.24583e-11,2.10756e-11,6.15674383190179
"246",0,0,44,56,0,0,0,44,56,0,2.14414e-11,1.76433e-11,2.14414e-11,2.14414e-11,2.14151e-11,0.122659900939304
"247",30,7,29,21,13,30,7,29,21,13,2.18587e-11,2.05759e-11,2.18587e-11,2.18587e-11,1.75522e-11,19.7015376028767
"248",45,42,0,13,0,45,42,0,13,0,1.61586e-11,1.58027e-11,1.61586e-11,1.61586e-11,1.49998e-11,7.17141336501923
"249",34,2,5,30,29,34,2,5,30,29,2.39005e-11,2.22994e-11,2.39005e-11,2.39005e-11,2.43491e-11,1.87694818100039
"250",53,0,0,14,33,53,0,0,14,33,2.3993e-11,2.23646e-11,2.3993e-11,2.3993e-11,2.38677e-11,0.522235652065184
"251",0,43,57,0,0,0,43,57,0,0,1.58934e-11,1.44178e-11,1.58934e-11,1.58934e-11,1.57316e-11,1.01803264248054
"252",46,40,14,0,0,46,40,14,0,0,1.28401e-11,1.31348e-11,1.31348e-11,1.31348e-11,1.60803e-11,22.4251606419588
"253",0,46,17,37,0,0,46,17,37,0,1.98175e-11,1.75652e-11,1.98175e-11,1.98175e-11,1.98282e-11,0.0539926832345161
"254",28,2,5,53,12,28,2,5,53,12,2.23133e-11,2.09746e-11,2.23133e-11,2.23133e-11,2.20711e-11,1.08545127793738
"255",19,7,35,27,12,19,7,35,27,12,2.18756e-11,2.06071e-11,2.18756e-11,2.18756e-11,2.26636e-11,3.60218691144472
"256",46,10,0,22,22,46,10,0,22,22,2.30486e-11,2.1576e-11,2.30486e-11,2.30486e-11,2.30157e-11,0.142741858507667
"257",0,53,0,28,19,0,53,0,28,19,2.35684e-11,2.0678e-11,2.35684e-11,2.35684e-11,2.29236e-11,2.73586666892958
"258",37,9,0,17,37,37,9,0,17,37,2.43606e-11,2.2674e-11,2.43606e-11,2.43606e-11,2.35978e-11,3.13128576471844
"259",59,31,10,0,0,59,31,10,0,0,1.21796e-11,1.26042e-11,1.26042e-11,1.26042e-11,1.1036e-11,12.4418844512147
"260",28,10,29,6,27,28,10,29,6,27,2.33822e-11,2.18499e-11,2.33822e-11,2.33822e-11,2.42534e-11,3.7259111631925
"262",41,0,21,0,38,41,0,21,0,38,2.42322e-11,2.25595e-11,2.42322e-11,2.42322e-11,2.42584e-11,0.108120599862982
"264",29,0,0,71,0,29,0,0,71,0,2.01555e-11,1.92698e-11,2.01555e-11,2.01555e-11,2.20711e-11,9.50410557912231
"265",24,34,0,1,41,24,34,0,1,41,2.44205e-11,2.2709e-11,2.44205e-11,2.44205e-11,2.41263e-11,1.20472553797014
"266",70,0,24,0,6,70,0,24,0,6,1.85952e-11,1.78547e-11,1.85952e-11,1.85952e-11,2.22863e-11,19.8497461710549
"267",43,19,38,0,0,43,19,38,0,0,1.43993e-11,1.44612e-11,1.44612e-11,1.44612e-11,2.18738e-11,51.2585400934916
"268",44,30,14,0,12,44,30,14,0,12,2.05917e-11,1.9519e-11,2.05917e-11,2.05917e-11,1.26042e-11,38.7899007852678
"269",0,0,68,9,23,0,0,68,9,23,2.45814e-11,2.01474e-11,2.45814e-11,2.45814e-11,2.41095e-11,1.91974419683175
"270",0,0,7,53,40,0,0,7,53,40,2.63572e-11,2.16301e-11,2.63572e-11,2.63572e-11,2.77868e-11,5.42394488033631
"271",0,24,54,22,0,0,24,54,22,0,1.90655e-11,1.69173e-11,1.90655e-11,1.90655e-11,2.03269e-11,6.61613909942043
"272",15,27,17,29,12,15,27,17,29,12,2.18749e-11,2.05973e-11,2.18749e-11,2.18749e-11,2.0413e-11,6.68300197943762
"273",42,49,6,0,3,42,49,6,0,3,1.64141e-11,1.60734e-11,1.64141e-11,1.64141e-11,1.64096e-11,0.0274154537866833
"274",35,35,30,0,0,35,35,30,0,0,1.40574e-11,1.41792e-11,1.41792e-11,1.41792e-11,1.45159e-11,2.37460505529226
"275",19,13,0,20,48,19,13,0,20,48,2.50732e-11,2.3249e-11,2.50732e-11,2.50732e-11,2.56621e-11,2.34872293923392
"276",45,33,4,0,18,45,33,4,0,18,2.1866e-11,2.05307e-11,2.1866e-11,2.1866e-11,2.19228e-11,0.259764017195652
"277",31,0,0,14,55,31,0,0,14,55,2.5354e-11,2.3463e-11,2.5354e-11,2.5354e-11,2.56621e-11,1.21519286897531
"278",52,46,2,0,0,52,46,2,0,0,1.11213e-11,1.17153e-11,1.17153e-11,1.17153e-11,1.13222e-11,3.35544117521532
"279",49,5,0,46,0,49,5,0,46,0,1.93535e-11,1.85111e-11,1.93535e-11,1.93535e-11,1.92886e-11,0.335339861007067
"280",13,0,49,2,36,13,0,49,2,36,2.41599e-11,2.25034e-11,2.41599e-11,2.41599e-11,2.33863e-11,3.20200000827818
"281",63,6,0,14,17,63,6,0,14,17,2.2126e-11,2.07868e-11,2.2126e-11,2.2126e-11,2.2126e-11,0
"282",87,0,0,0,13,87,0,0,0,13,2.06069e-11,1.95117e-11,2.06069e-11,2.06069e-11,1.97058e-11,4.3728071665316
"283",0,0,0,47,53,0,0,0,47,53,2.77868e-11,2.13869e-11,2.77868e-11,2.77868e-11,2.78199e-11,0.119121309398706
"284",55,0,0,45,0,55,0,0,45,0,1.92886e-11,1.84544e-11,1.92886e-11,1.92886e-11,1.92353e-11,0.276329023360933
"285",0,0,63,0,37,0,0,63,0,37,2.57466e-11,2.11284e-11,2.57466e-11,2.57466e-11,2.6419e-11,2.61160696946392
"288",0,13,29,58,0,0,13,29,58,0,2.0718e-11,1.83818e-11,2.0718e-11,2.0718e-11,2.15404e-11,3.96949512501206
"289",1,0,0,16,83,1,0,0,16,83,2.61077e-11,2.40626e-11,2.61077e-11,2.61077e-11,2.59667e-11,0.540070553897898
"291",0,57,0,0,43,0,57,0,0,43,2.53099e-11,2.21131e-11,2.53099e-11,2.53099e-11,2.4604e-11,2.78902721859826
"293",11,25,64,0,0,11,25,64,0,0,1.52943e-11,1.52413e-11,1.52943e-11,1.52943e-11,1.6164e-11,5.68643220023146
"294",27,18,0,55,0,27,18,0,55,0,1.97157e-11,1.88691e-11,1.97157e-11,1.97157e-11,2.02077e-11,2.49547315083918
"295",45,4,34,17,0,45,4,34,17,0,1.75522e-11,1.6987e-11,1.75522e-11,1.75522e-11,2.18587e-11,24.5353858775538
"296",52,0,8,0,40,52,0,8,0,40,2.43408e-11,2.26486e-11,2.43408e-11,2.43408e-11,2.38792e-11,1.8964043909814
"297",28,0,5,24,43,28,0,5,24,43,2.48383e-11,2.30573e-11,2.48383e-11,2.48383e-11,2.46104e-11,0.917534613882587
"299",38,14,0,48,0,38,14,0,48,0,1.94171e-11,1.86086e-11,1.94171e-11,1.94171e-11,1.96175e-11,1.03207997074743
