"","X40","X70","X100","X1.0","X1.1","X1.2","WorstCase","expectedDelayGLM","resultDelayGLM","abs(errorGLM)"
"1",3,0,0,3,0,0,1.56457e-12,1.56457e-12,2.78675777777778e-12,78.1165290001583
"2",0,3,0,3,0,0,1.70242e-12,1.70242e-12,2.27818777777778e-12,33.8205482652798
"3",0,0,3,3,0,0,1.86088e-12,1.86088e-12,2.52893444444444e-12,35.8999207065713
"4",3,0,0,0,3,0,1.51832e-12,1.51832e-12,1.96475444444444e-12,29.4031853920415
"5",0,3,0,0,3,0,1.78747e-12,1.78747e-12,1.45618444444444e-12,18.5337687097157
"6",0,0,3,0,3,0,2.07262e-12,2.07262e-12,1.70693111111111e-12,17.643798134192
"7",3,0,0,0,0,3,2.19118e-12,2.19118e-12,2.04826777777778e-12,6.52215802545765
"8",0,3,0,0,0,3,2.53642e-12,2.53642e-12,1.53969777777778e-12,39.2964186618235
"9",0,0,3,0,0,3,2.86628e-12,2.86628e-12,1.79044444444444e-12,37.5342100407342
