"","X10","X30","X50","X70","X90","X0.9","X1.0","X1.1","X1.2","X1.3","WorstCase","expectedDelayPLS","resultDelayPLS","abs(errorPLS)"
"268",44,30,14,0,12,44,30,14,0,12,4.14387e-12,4.14387e-12,3.86331166326151e-12,6.7704425268769
"269",0,0,68,9,23,0,0,68,9,23,4.27727e-12,4.27727e-12,4.02780390733441e-12,5.83236720304274
"270",0,0,7,53,40,0,0,7,53,40,4.57296e-12,4.57296e-12,4.79438889932966e-12,4.84213505759197
"271",0,24,54,22,0,0,24,54,22,0,3.1292e-12,3.1292e-12,3.51031448044543e-12,12.1792944025768
"272",15,27,17,29,12,15,27,17,29,12,4.32085e-12,4.32085e-12,3.92942461087627e-12,9.05899045613084
"273",42,49,6,0,3,42,49,6,0,3,3.61022e-12,3.61022e-12,3.55193864127407e-12,1.6143436889144
"274",35,35,30,0,0,35,35,30,0,0,3.31822e-12,3.31822e-12,3.50780669673586e-12,5.71350593799858
"275",19,13,0,20,48,19,13,0,20,48,4.74807e-12,4.74807e-12,4.74712829027259e-12,0.0198335266204608
"276",45,33,4,0,18,45,33,4,0,18,4.30322e-12,4.30322e-12,3.98779350878171e-12,7.33001081093431
"277",31,0,0,14,55,31,0,0,14,55,4.7832e-12,4.7832e-12,5.00132468756299e-12,4.56022511212133
"278",52,46,2,0,0,52,46,2,0,0,2.93744e-12,2.93744e-12,3.57221895832605e-12,21.6099378481279
"279",49,5,0,46,0,49,5,0,46,0,4.00467e-12,4.00467e-12,4.17012089987164e-12,4.13144903004832
"280",13,0,49,2,36,13,0,49,2,36,4.62134e-12,4.62134e-12,4.34608525280239e-12,5.95616741459424
"281",63,6,0,14,17,63,6,0,14,17,4.35358e-12,4.35358e-12,4.35717266529308e-12,0.082522092004278
"282",87,0,0,0,13,87,0,0,0,13,4.14564e-12,4.14564e-12,4.34632091671296e-12,4.84077046518663
"283",0,0,0,47,53,0,0,0,47,53,5.0965e-12,5.0965e-12,5.02894019394722e-12,1.32561181306352
"284",55,0,0,45,0,55,0,0,45,0,3.99709e-12,3.99709e-12,4.22975306021365e-12,5.82081114544946
"285",0,0,63,0,37,0,0,63,0,37,4.46798e-12,4.46798e-12,4.25788200944875e-12,4.70230373795884
"288",0,13,29,58,0,0,13,29,58,0,3.42368e-12,3.42368e-12,3.88630644997283e-12,13.5125493612964
"289",1,0,0,16,83,1,0,0,16,83,4.88117e-12,4.88117e-12,5.4251846050895e-12,11.1451681684821
"291",0,57,0,0,43,0,57,0,0,43,4.11203e-12,4.11203e-12,4.09699436662734e-12,0.365649894885367
"293",11,25,64,0,0,11,25,64,0,0,3.47981e-12,3.47981e-12,3.38838027527095e-12,2.62743439236778
"294",27,18,0,55,0,27,18,0,55,0,4.05758e-12,4.05758e-12,4.02625627618111e-12,0.771980437080477
"295",45,4,34,17,0,45,4,34,17,0,3.77411e-12,3.77411e-12,3.88955768502237e-12,3.05893800186972
"296",52,0,8,0,40,52,0,8,0,40,4.64461e-12,4.64461e-12,4.69468979785812e-12,1.07823472494177
"297",28,0,5,24,43,28,0,5,24,43,4.71801e-12,4.71801e-12,4.80301948043252e-12,1.80180797481391
"299",38,14,0,48,0,38,14,0,48,0,4.01932e-12,4.01932e-12,4.06313235479348e-12,1.0900439575221
