"","X10","X30","X50","X70","X90","X0.9","X1.0","X1.1","X1.2","X1.3","WorstCase","expectedDelayPLS","resultDelayPLS","abs(errorPLS)"
"32",22,16,36,21,5,22,16,36,21,5,4.08441e-12,4.08441e-12,3.81005456365301e-12,6.71713751427964
"33",0,0,0,0,100,0,0,0,0,100,5.66275e-12,5.66275e-12,5.65245962911355e-12,0.181720381200789
"34",19,63,18,0,0,19,63,18,0,0,3.22842e-12,3.22842e-12,3.24956174830945e-12,0.65486362708238
"35",14,43,27,0,16,14,43,27,0,16,4.27879e-12,4.27879e-12,3.67117910239591e-12,14.200530935243
"36",0,5,95,0,0,0,5,95,0,0,2.79042e-12,2.79042e-12,3.41308080199908e-12,22.3142323377512
"38",65,20,0,2,13,65,20,0,2,13,4.16972e-12,4.16972e-12,4.10429883997033e-12,1.56895810821041
"39",42,37,0,3,18,42,37,0,3,18,4.31853e-12,4.31853e-12,3.9724228155994e-12,8.01446752484302
"40",30,33,0,26,11,30,33,0,26,11,4.27264e-12,4.27264e-12,3.95660880429269e-12,7.39662587316763
"41",0,97,3,0,0,0,97,3,0,0,2.29518e-12,2.29518e-12,2.93903133838231e-12,28.0523243659455
"42",0,21,0,79,0,0,21,0,79,0,3.49095e-12,3.49095e-12,4.03135017385865e-12,15.4800319070353
"43",3,30,17,32,18,3,30,17,32,18,4.44842e-12,4.44842e-12,3.98791596901027e-12,10.3520807610281
"46",9,15,17,8,51,9,15,17,8,51,4.75478e-12,4.75478e-12,4.62556330399639e-12,2.71761671420352
"47",16,0,0,40,44,16,0,0,40,44,4.73943e-12,4.73943e-12,4.8815953723016e-12,2.99963017286038
"48",0,0,0,100,0,0,0,0,100,0,4.34062e-12,4.34062e-12,4.32582253301497e-12,0.340906759518855
"49",34,0,28,0,38,34,0,28,0,38,4.63207e-12,4.63207e-12,4.52220233966536e-12,2.37189119194308
"50",30,42,19,0,9,30,42,19,0,9,4.04042e-12,4.04042e-12,3.63534776982227e-12,10.0254980961812
"51",10,2,60,21,7,10,2,60,21,7,4.16484e-12,4.16484e-12,3.84098806235621e-12,7.77585543847526
"52",38,28,10,23,1,38,28,10,23,1,3.87904e-12,3.87904e-12,3.79138600232919e-12,2.25968274807207
"53",5,33,7,17,38,5,33,7,17,38,4.66636e-12,4.66636e-12,4.29638029029698e-12,7.92865766256818
"54",20,6,42,5,27,20,6,42,5,27,4.51792e-12,4.51792e-12,4.19241440270824e-12,7.20476673539515
"57",0,27,37,36,0,0,27,37,36,0,3.26986e-12,3.26986e-12,3.61903329001177e-12,10.6785394485319
"58",0,12,1,87,0,0,12,1,87,0,3.50878e-12,3.50878e-12,4.14868283176497e-12,18.2371887597674
"59",37,7,15,9,32,37,7,15,9,32,4.58616e-12,4.58616e-12,4.45451367030283e-12,2.87051323323148
"60",34,6,14,12,34,34,6,14,12,34,4.61688e-12,4.61688e-12,4.50917884031196e-12,2.33276930931797
"61",43,15,15,0,27,43,15,15,0,27,4.48606e-12,4.48606e-12,4.26552156302886e-12,4.91608308785758
"64",21,0,30,30,19,21,0,30,30,19,4.463e-12,4.463e-12,4.27510905787728e-12,4.20996957478652
"65",25,19,7,26,23,25,19,7,26,23,4.5095e-12,4.5095e-12,4.25876527824047e-12,5.56014462267492
"66",0,38,44,18,0,0,38,44,18,0,3.07368e-12,3.07368e-12,3.40269739166228e-12,10.7043476114066
"67",14,25,6,9,46,14,25,6,9,46,4.71863e-12,4.71863e-12,4.50784052687657e-12,4.4671752844243
"69",0,77,23,0,0,0,77,23,0,0,2.5463e-12,2.5463e-12,3.04208556960335e-12,19.4708231395887
"70",11,0,21,35,33,11,0,21,35,33,4.64758e-12,4.64758e-12,4.55813346379301e-12,1.92458303476206
"71",21,51,16,0,12,21,51,16,0,12,4.1503e-12,4.1503e-12,3.5912742474488e-12,13.469526360774
"72",56,0,0,44,0,56,0,0,44,0,3.99065e-12,3.99065e-12,4.22800634252635e-12,5.94781157270994
"73",16,4,35,23,22,16,4,35,23,22,4.49478e-12,4.49478e-12,4.22320287736355e-12,6.04205595460613
"74",0,49,26,18,7,0,49,26,18,7,3.45156e-12,3.45156e-12,3.50097063334236e-12,1.43154496350513
"75",12,41,27,1,19,12,41,27,1,19,4.35484e-12,4.35484e-12,3.74251663723978e-12,14.0607545342703
"76",39,11,18,15,17,39,11,18,15,17,4.37441e-12,4.37441e-12,4.1693253521445e-12,4.68828134206673
"77",42,5,0,53,0,42,5,0,53,0,4.04541e-12,4.04541e-12,4.18234792368271e-12,3.38501965641838
"78",48,0,0,22,30,48,0,0,22,30,4.58844e-12,4.58844e-12,4.6399712128543e-12,1.12306607156893
"79",46,29,0,25,0,46,29,0,25,0,3.81513e-12,3.81513e-12,3.83882121389773e-12,0.620980514365965
"80",0,0,81,19,0,0,0,81,19,0,3.4826e-12,3.4826e-12,3.60737021271436e-12,3.58267422943657
"82",0,49,51,0,0,0,49,51,0,0,2.70635e-12,2.70635e-12,3.1863614933128e-12,17.7364898595081
"83",40,0,0,15,45,40,0,0,15,45,4.7185e-12,4.7185e-12,4.85294051876746e-12,2.84922154853153
"84",17,0,83,0,0,17,0,83,0,0,3.51298e-12,3.51298e-12,3.5599364485661e-12,1.33665573291337
"85",15,0,0,54,31,15,0,0,54,31,4.64206e-12,4.64206e-12,4.71087926749608e-12,1.48251568260813
"86",32,53,0,0,15,32,53,0,0,15,4.22107e-12,4.22107e-12,3.72573098689888e-12,11.7349158649613
"87",28,14,33,19,6,28,14,33,19,6,4.10586e-12,4.10586e-12,3.86749496027285e-12,5.805483862751
"89",0,37,0,0,63,0,37,0,0,63,4.28215e-12,4.28215e-12,4.64277165171023e-12,8.42150909496924
"90",0,0,73,27,0,0,0,73,27,0,3.58671e-12,3.58671e-12,3.67832846657121e-12,2.5543873513947
"91",0,11,31,21,37,0,11,31,21,37,4.10585e-12,4.10585e-12,4.38746759865141e-12,6.8589353885653
"92",21,22,36,0,21,21,22,36,0,21,4.39494e-12,4.39494e-12,3.93992825695713e-12,10.353082022573
"93",23,3,0,37,37,23,3,0,37,37,4.68351e-12,4.68351e-12,4.73443627188415e-12,1.08735268813658
"94",37,0,0,57,6,37,0,0,57,6,4.25524e-12,4.25524e-12,4.3407922043509e-12,2.01051419781031
"95",23,40,37,0,0,23,40,37,0,0,3.36992e-12,3.36992e-12,3.39656637039288e-12,0.790712254085602
"96",23,39,17,0,21,23,39,17,0,21,4.38262e-12,4.38262e-12,3.86657828850887e-12,11.7747309027735
"97",22,0,0,15,63,22,0,0,15,63,4.82364e-12,4.82364e-12,5.12317611443654e-12,6.20975268545216
"98",13,9,23,50,5,13,9,23,50,5,4.21813e-12,4.21813e-12,4.03923963840817e-12,4.24098739469452
"99",0,63,0,37,0,0,63,0,37,0,3.22571e-12,3.22571e-12,3.44240545554601e-12,6.71775998294972
"100",0,52,17,30,1,0,52,17,30,1,3.24339e-12,3.24339e-12,3.45913296328593e-12,6.65177370855572
"101",30,21,10,23,16,30,21,10,23,16,4.38093e-12,4.38093e-12,4.10251276129445e-12,6.35520856771383
"102",0,20,30,27,23,0,20,30,27,23,3.92286e-12,3.92286e-12,4.08440574729129e-12,4.11806047861232
"103",0,14,23,35,28,0,14,23,35,28,4.01576e-12,4.01576e-12,4.29696103397991e-12,7.00243625067019
"104",31,15,52,2,0,31,15,52,2,0,3.51011e-12,3.51011e-12,3.60010823524187e-12,2.56397193369633
"105",0,83,0,0,17,0,83,0,0,17,3.63088e-12,3.63088e-12,3.3874838960196e-12,6.70350174008497
"106",0,25,46,0,29,0,25,46,0,29,3.94008e-12,3.94008e-12,3.95197499887771e-12,0.301897394918726
"108",0,7,56,37,0,0,7,56,37,0,3.2893e-12,3.2893e-12,3.73095730296491e-12,13.427090960536
"110",16,26,39,19,0,16,26,39,19,0,3.81566e-12,3.81566e-12,3.58736873684396e-12,5.98300852686136
"111",33,37,0,1,29,33,37,0,1,29,4.51182e-12,4.51182e-12,4.13407335535591e-12,8.3723784336274
"112",88,12,0,0,0,88,12,0,0,0,2.67382e-12,2.67382e-12,4.00384145701495e-12,49.7423707285813
"113",11,37,6,26,20,11,37,6,26,20,4.46253e-12,4.46253e-12,3.99988511543493e-12,10.3673226749191
"114",0,65,0,18,17,0,65,0,18,17,3.74838e-12,3.74838e-12,3.63988877529645e-12,2.89434968449175
"115",0,49,49,2,0,0,49,49,2,0,2.77381e-12,2.77381e-12,3.20410105677701e-12,15.5126362936542
"116",21,12,26,21,20,21,12,26,21,20,4.45528e-12,4.45528e-12,4.15558463624879e-12,6.72674587795176
"117",10,65,4,21,0,10,65,4,21,0,3.77828e-12,3.77828e-12,3.3614141651583e-12,11.033217094596
"118",27,0,61,0,12,27,0,61,0,12,4.18941e-12,4.18941e-12,3.8968009213313e-12,6.9844937274867
"119",0,81,10,9,0,0,81,10,9,0,2.82455e-12,2.82455e-12,3.1013027589481e-12,9.79811860112567
"120",49,0,24,0,27,49,0,24,0,27,4.49003e-12,4.49003e-12,4.38555062071349e-12,2.32691940335606
"121",28,10,62,0,0,28,10,62,0,0,3.46909e-12,3.46909e-12,3.58676303744848e-12,3.39204337300225
"122",0,52,41,7,0,0,52,41,7,0,2.88497e-12,2.88497e-12,3.23299183075439e-12,12.0632738210237
"123",29,34,0,32,5,29,34,0,32,5,4.12285e-12,4.12285e-12,3.86473480292091e-12,6.26060121224603
"124",90,0,0,0,10,90,0,0,0,10,4.02922e-12,4.02922e-12,4.30128165076811e-12,6.75221632892009
"125",20,32,30,18,0,20,32,30,18,0,3.78848e-12,3.78848e-12,3.57607494192478e-12,5.60660365305391
"128",27,16,10,20,27,27,16,10,20,27,4.5516e-12,4.5516e-12,4.32379546139298e-12,5.0049331796955
"129",0,2,47,34,17,0,2,47,34,17,3.83163e-12,3.83163e-12,4.10642611135642e-12,7.17178097458302
"131",0,66,0,0,34,0,66,0,0,34,3.99628e-12,3.99628e-12,3.85139458834005e-12,3.62550701302088
"132",43,6,12,39,0,43,6,12,39,0,3.97145e-12,3.97145e-12,4.06014133191698e-12,2.23322292656292
"133",27,21,15,0,37,27,21,15,0,37,4.61785e-12,4.61785e-12,4.34199779587651e-12,5.97360685434748
"134",54,46,0,0,0,54,46,0,0,0,2.87319e-12,2.87319e-12,3.58646508641567e-12,24.825197303891
"135",0,88,0,0,12,0,88,0,0,12,3.44477e-12,3.44477e-12,3.25103957474888e-12,5.62390015156653
"136",27,19,17,37,0,27,19,17,37,0,3.96511e-12,3.96511e-12,3.86144749344214e-12,2.6143664755292
"137",18,41,33,0,8,18,41,33,0,8,4.01984e-12,4.01984e-12,3.53288756015252e-12,12.1137269107099
"139",37,7,16,2,38,37,7,16,2,38,4.63361e-12,4.63361e-12,4.52524211433664e-12,2.33873557902717
"140",0,0,40,60,0,0,0,40,60,0,3.83547e-12,3.83547e-12,3.97103126373072e-12,3.53441074316103
"141",6,0,31,0,63,6,0,31,0,63,4.81228e-12,4.81228e-12,4.876160363738e-12,1.32744486476264
"142",0,39,27,34,0,0,39,27,34,0,3.23801e-12,3.23801e-12,3.53946118781493e-12,9.30976704256416
"143",16,28,0,0,56,16,28,0,0,56,4.76983e-12,4.76983e-12,4.648162011625e-12,2.5507824885793
"144",30,8,27,35,0,30,8,27,35,0,3.95829e-12,3.95829e-12,3.92175694928393e-12,0.922950332493844
"145",0,18,0,0,82,0,18,0,0,82,4.36833e-12,4.36833e-12,5.16126007253896e-12,18.1517896436158
"146",23,7,27,0,43,23,7,27,0,43,4.68042e-12,4.68042e-12,4.51846041771055e-12,3.46036428973138
"147",10,0,18,36,36,10,0,18,36,36,4.67633e-12,4.67633e-12,4.62628863955958e-12,1.07009899729962
"148",0,32,0,68,0,0,32,0,68,0,3.45327e-12,3.45327e-12,3.87710274763391e-12,12.2733741535967
"150",0,72,28,0,0,0,72,28,0,0,2.5849e-12,2.5849e-12,3.06784912740860e-12,18.6834743088168
"151",0,0,53,0,47,0,0,53,0,47,4.5766e-12,4.5766e-12,4.47924353637967e-12,2.12726617183788
"152",19,14,16,41,10,19,14,16,41,10,4.31443e-12,4.31443e-12,4.08706719274827e-12,5.26982260117156
"153",0,3,31,25,41,0,3,31,25,41,4.15231e-12,4.15231e-12,4.55271302884062e-12,9.64289826242788
"154",13,30,31,21,5,13,30,31,21,5,4.08087e-12,4.08087e-12,3.673809025395e-12,9.97485767997999
"156",2,48,2,34,14,2,48,2,34,14,4.37365e-12,4.37365e-12,3.81723904955837e-12,12.721890193354
"157",0,39,32,29,0,0,39,32,29,0,3.18581e-12,3.18581e-12,3.4951122791544e-12,9.70874845500511
"158",20,13,7,34,26,20,13,7,34,26,4.56632e-12,4.56632e-12,4.39143293931886e-12,3.82993440409642
"159",47,44,1,8,0,47,44,1,8,0,3.46078e-12,3.46078e-12,3.61786731508095e-12,4.53907255245796
"160",20,3,29,48,0,20,3,29,48,0,4.04171e-12,4.04171e-12,3.99159702915848e-12,1.23989526318125
"161",29,22,0,27,22,29,22,0,27,22,4.49365e-12,4.49365e-12,4.25853302877557e-12,5.23220480510117
"162",34,24,0,14,28,34,24,0,14,28,4.54363e-12,4.54363e-12,4.30135267951869e-12,5.33224141229182
"163",0,0,0,86,14,0,0,0,86,14,4.67462e-12,4.67462e-12,4.51155172646877e-12,3.48837495948819
"164",18,0,0,67,15,18,0,0,67,15,4.45427e-12,4.45427e-12,4.49337717905841e-12,0.877970555408947
"165",16,29,26,22,7,16,29,26,22,7,4.15592e-12,4.15592e-12,3.75347301620877e-12,9.68370381988176
"166",35,7,15,27,16,35,7,15,27,16,4.39599e-12,4.39599e-12,4.24574517030165e-12,3.41777005175961
"167",0,72,27,0,1,0,72,27,0,1,2.74951e-12,2.74951e-12,3.0899852801017e-12,12.3831257242817
"169",25,0,75,0,0,25,0,75,0,0,3.49919e-12,3.49919e-12,3.61692096092457e-12,3.3645203868488
"170",44,5,18,28,5,44,5,18,28,5,4.11326e-12,4.11326e-12,4.08553027193513e-12,0.674154516487291
"171",52,0,42,0,6,52,0,42,0,6,3.92837e-12,3.92837e-12,3.94206060629298e-12,0.348506029039641
"172",0,58,31,0,11,0,58,31,0,11,3.45987e-12,3.45987e-12,3.38348476888735e-12,2.20774858918557
"173",43,48,6,0,3,43,48,6,0,3,3.60964e-12,3.60964e-12,3.56421441687994e-12,1.25845189880611
"174",28,13,22,14,23,28,13,22,14,23,4.48076e-12,4.48076e-12,4.20461335895594e-12,6.16294202421158
"175",65,35,0,0,0,65,35,0,0,0,2.82929e-12,2.82929e-12,3.72149861808014e-12,31.5347178295665
"176",7,0,26,34,33,7,0,26,34,33,4.64664e-12,4.64664e-12,4.52077142588166e-12,2.7088083888216
"177",20,24,31,25,0,20,24,31,25,0,3.8732e-12,3.8732e-12,3.67938510653794e-12,5.00399910828404
"178",21,38,4,21,16,21,38,4,21,16,4.37067e-12,4.37067e-12,3.93306952488907e-12,10.0122057970729
"179",29,18,13,24,16,29,18,13,24,16,4.38593e-12,4.38593e-12,4.11971761366491e-12,6.06969072317828
"180",0,79,21,0,0,0,79,21,0,0,2.52899e-12,2.52899e-12,3.03178014648124e-12,19.8810650291714
"181",0,0,0,78,22,0,0,0,78,22,4.80231e-12,4.80231e-12,4.61768269415666e-12,3.84455201441264
"182",43,0,0,57,0,43,0,0,57,0,4.06425e-12,4.06425e-12,4.25071367246121e-12,4.58789868884069
"183",0,0,100,0,0,0,0,100,0,0,3.04285e-12,3.04285e-12,3.43884435980434e-12,13.01392969763
"184",17,0,37,29,17,17,0,37,29,17,4.4273e-12,4.4273e-12,4.19347471457975e-12,5.28144208479774
"185",0,29,71,0,0,0,29,71,0,0,2.76275e-12,2.76275e-12,3.28941572453383e-12,19.0630974403704
"187",24,76,0,0,0,24,76,0,0,0,2.9416e-12,2.9416e-12,3.21819181823982e-12,9.40276782158773
"188",0,0,0,46,54,0,0,0,46,54,5.10324e-12,5.10324e-12,5.0422065649082e-12,1.1959742260171
"189",0,0,24,70,6,0,0,24,70,6,4.06245e-12,4.06245e-12,4.19254599721033e-12,3.20240242243803
"190",4,63,19,14,0,4,63,19,14,0,3.70468e-12,3.70468e-12,3.2668927318868e-12,11.8171412406254
"191",3,32,37,0,28,3,32,37,0,28,4.51321e-12,4.51321e-12,3.91513905739169e-12,13.2515646869592
"192",60,12,8,0,20,60,12,8,0,20,4.35037e-12,4.35037e-12,4.24711871762213e-12,2.37339082372008
"193",1,0,0,39,60,1,0,0,39,60,4.82216e-12,4.82216e-12,5.12005807298682e-12,6.17768952060531
"194",0,46,0,33,21,0,46,0,33,21,3.89441e-12,3.89441e-12,3.9593816317104e-12,1.66833054841162
"195",0,53,3,18,26,0,53,3,18,26,3.93786e-12,3.93786e-12,3.9009466882669e-12,0.937395228197568
"196",0,0,24,49,27,0,0,24,49,27,4.42969e-12,4.42969e-12,4.47113978739104e-12,0.935726594660968
"197",0,47,0,53,0,0,47,0,53,0,3.37048e-12,3.37048e-12,3.66676534823654e-12,8.79059802273081
"198",43,0,0,0,57,43,0,0,0,57,4.77472e-12,4.77472e-12,5.0068968172374e-12,4.86262686057815
"199",0,6,0,2,92,0,6,0,2,92,4.38878e-12,4.38878e-12,5.46219370166672e-12,24.4581341891531
"200",25,19,26,16,14,25,19,26,16,14,4.31934e-12,4.31934e-12,3.97084208668158e-12,8.06831398589642
"201",3,12,6,25,54,3,12,6,25,54,4.78985e-12,4.78985e-12,4.81547780193578e-12,0.535043935316937
"202",33,24,15,2,26,33,24,15,2,26,4.47946e-12,4.47946e-12,4.14351992930242e-12,7.49956625793254
"203",22,12,30,36,0,22,12,30,36,0,3.96806e-12,3.96806e-12,3.85303137241335e-12,2.89886311161239
"204",0,25,24,0,51,0,25,24,0,51,4.199e-12,4.199e-12,4.43897035812574e-12,5.71494065553082
"205",23,7,6,25,39,23,7,6,25,39,4.68741e-12,4.68741e-12,4.65166035024084e-12,0.76267383819969
"206",4,15,51,23,7,4,15,51,23,7,4.17369e-12,4.17369e-12,3.74900399125789e-12,10.175312702719
"207",19,11,33,30,7,19,11,33,30,7,4.20047e-12,4.20047e-12,3.93854927029898e-12,6.23551006675483
"208",40,36,14,10,0,40,36,14,10,0,3.59317e-12,3.59317e-12,3.62696712271992e-12,0.940593479293095
"209",4,16,29,28,23,4,16,29,28,23,4.52002e-12,4.52002e-12,4.14237863144684e-12,8.35486056595231
"211",23,24,19,34,0,23,24,19,34,0,3.94408e-12,3.94408e-12,3.78058233426133e-12,4.14539425515386
"212",19,68,0,0,13,19,68,0,0,13,4.16071e-12,4.16071e-12,3.51156817551439e-12,15.6017079893962
"213",0,0,0,37,63,0,0,0,37,63,5.1522e-12,5.1522e-12,5.16160390355708e-12,0.182522098464277
"215",46,13,17,24,0,46,13,17,24,0,3.83805e-12,3.83805e-12,3.91239481714245e-12,1.93704660289609
"216",10,40,0,21,29,10,40,0,21,29,4.57594e-12,4.57594e-12,4.13218038228426e-12,9.69767124821863
"218",21,6,15,0,58,21,6,15,0,58,4.78478e-12,4.78478e-12,4.84140929157837e-12,1.18352968325335
"219",1,12,27,32,28,1,12,27,32,28,4.59119e-12,4.59119e-12,4.28778017595051e-12,6.60852249742425
"220",30,1,0,59,10,30,1,0,59,10,4.35195e-12,4.35195e-12,4.39206221871277e-12,0.921706791501875
"222",13,50,2,0,35,13,50,2,0,35,4.58969e-12,4.58969e-12,4.04857395859249e-12,11.7898167721024
"223",0,29,33,0,38,0,29,33,0,38,4.06736e-12,4.06736e-12,4.13058952687134e-12,1.55455939162836
"224",0,16,17,24,43,0,16,17,24,43,4.16935e-12,4.16935e-12,4.52113030220102e-12,8.4372936357231
"225",0,33,19,48,0,0,33,19,48,0,3.35594e-12,3.35594e-12,3.69455440143073e-12,10.09000165172
"227",5,18,46,26,5,5,18,46,26,5,4.12154e-12,4.12154e-12,3.72300596042968e-12,9.66954195689774
"228",0,0,79,21,0,0,0,79,21,0,3.51114e-12,3.51114e-12,3.62510977617857e-12,3.24594793083075
"229",18,0,5,19,58,18,0,5,19,58,4.80495e-12,4.80495e-12,5.01948222172027e-12,4.46481694336616
"230",26,4,21,19,30,26,4,21,19,30,4.58976e-12,4.58976e-12,4.43604361242796e-12,3.34911602288658
"231",26,38,15,17,4,26,38,15,17,4,3.98834e-12,3.98834e-12,3.66757188586759e-12,8.0426471698102
"232",22,28,5,44,1,22,28,5,44,1,4.04604e-12,4.04604e-12,3.86368239398647e-12,4.50706384547689
"233",34,3,0,28,35,34,3,0,28,35,4.65386e-12,4.65386e-12,4.68868963540191e-12,0.748403162147282
"235",35,15,1,37,12,35,15,1,37,12,4.3387e-12,4.3387e-12,4.20467668436193e-12,3.08902011289249
"236",20,80,0,0,0,20,80,0,0,0,2.94647e-12,2.94647e-12,3.16908871581638e-12,7.55543806033601
"237",13,24,20,32,11,13,24,20,32,11,4.30955e-12,4.30955e-12,3.93510980997303e-12,8.68861458915587
"238",0,1,0,99,0,0,1,0,99,0,3.51981e-12,3.51981e-12,4.31180003972181e-12,22.5009315764719
"239",12,4,36,40,8,12,4,36,40,8,4.26873e-12,4.26873e-12,4.03559077292683e-12,5.46155945850791
"240",0,13,28,45,14,0,13,28,45,14,3.7983e-12,3.7983e-12,4.08090542515874e-12,7.44031343387144
"241",21,37,0,10,32,21,37,0,10,32,4.58337e-12,4.58337e-12,4.19483308048643e-12,8.47710133621263
"242",9,0,76,0,15,9,0,76,0,15,4.27766e-12,4.27766e-12,3.834994226604e-12,10.3483159810737
"243",58,0,22,20,0,58,0,22,20,0,3.79162e-12,3.79162e-12,4.02937770904542e-12,6.27061016255361
"244",27,15,22,36,0,27,15,22,36,0,3.96168e-12,3.96168e-12,3.87318855795424e-12,2.23368475105902
"245",12,19,12,43,14,12,19,12,43,14,4.40138e-12,4.40138e-12,4.11772636086593e-12,6.4446523393588
"246",0,0,44,56,0,0,0,44,56,0,3.8161e-12,3.8161e-12,3.93555213680229e-12,3.13021505731748
"247",30,7,29,21,13,30,7,29,21,13,4.31758e-12,4.31758e-12,4.09050270160569e-12,5.25936516276037
"248",45,42,0,13,0,45,42,0,13,0,3.60411e-12,3.60411e-12,3.65827551877397e-12,1.50288195349118
"249",34,2,5,30,29,34,2,5,30,29,4.59482e-12,4.59482e-12,4.57876499426862e-12,0.349415335777703
"250",53,0,0,14,33,53,0,0,14,33,4.60372e-12,4.60372e-12,4.67103673730077e-12,1.46222483775664
"251",0,43,57,0,0,0,43,57,0,0,2.72714e-12,2.72714e-12,3.21727776267911e-12,17.9725926310754
"252",46,40,14,0,0,46,40,14,0,0,3.15684e-12,3.15684e-12,3.5603968434235e-12,12.7835697540421
"253",0,46,17,37,0,0,46,17,37,0,3.25635e-12,3.25635e-12,3.53000155208389e-12,8.40362835947877
"254",28,2,5,53,12,28,2,5,53,12,4.38225e-12,4.38225e-12,4.36371699405564e-12,0.422910740928972
"255",19,7,35,27,12,19,7,35,27,12,4.32016e-12,4.32016e-12,4.04323153481233e-12,6.41014372587282
"256",46,10,0,22,22,46,10,0,22,22,4.47919e-12,4.47919e-12,4.39710874760942e-12,1.83250213522036
"257",0,53,0,28,19,0,53,0,28,19,3.8381e-12,3.8381e-12,3.83469143673632e-12,0.0888086100852448
"258",37,9,0,17,37,37,9,0,17,37,4.65367e-12,4.65367e-12,4.62584726450304e-12,0.597866533229952
"259",59,31,10,0,0,59,31,10,0,0,3.0761e-12,3.0761e-12,3.69937108005549e-12,20.2617301146092
"260",28,10,29,6,27,28,10,29,6,27,4.51697e-12,4.51697e-12,4.23765785055461e-12,6.18361754550925
"262",41,0,21,0,38,41,0,21,0,38,4.62976e-12,4.62976e-12,4.57206378797903e-12,1.24620308657408
"264",29,0,0,71,0,29,0,0,71,0,4.11526e-12,4.11526e-12,4.27516772008336e-12,3.88572581278859
"265",24,34,0,1,41,24,34,0,1,41,4.65553e-12,4.65553e-12,4.35105774595289e-12,6.54001271707223
"266",70,0,24,0,6,70,0,24,0,6,3.88847e-12,3.88847e-12,4.07027575909956e-12,4.67550885308503
"267",43,19,38,0,0,43,19,38,0,0,3.36225e-12,3.36225e-12,3.64723459407116e-12,8.47600844884115
