"","X40","X70","X100","X1.0","X1.1","X1.2","WorstCase","expectedDelayEucl","resultDelayEucl","abs(errorEucl)"
"1",3,0,0,3,0,0,8.45046e-11,8.45046e-11,8.45046e-11,0
"2",0,3,0,3,0,0,9.70222e-11,9.70222e-11,8.45046e-11,12.9017894873544
"3",0,0,3,3,0,0,1.1123e-10,1.1123e-10,8.45046e-11,24.0271509484851
"4",3,0,0,0,3,0,9.80917e-11,9.80917e-11,8.45046e-11,13.8514267771891
"5",0,3,0,0,3,0,1.14829e-10,1.14829e-10,9.70222e-11,15.5072324935339
"6",0,0,3,0,3,0,1.32778e-10,1.32778e-10,1.1123e-10,16.2285920860383
"7",3,0,0,0,0,3,1.18828e-10,1.18828e-10,8.45046e-11,28.8849429427408
"8",0,3,0,0,0,3,1.3941e-10,1.3941e-10,9.70222e-11,30.4051359299907
"9",0,0,3,0,0,3,1.59467e-10,1.59467e-10,1.1123e-10,30.2488916202098
