"","X10","X30","X50","X70","X90","X0.9","X1.0","X1.1","X1.2","X1.3","WorstCase","expectedDelayPLS","resultDelayPLS","abs(errorPLS)"
"268",44,30,14,0,12,44,30,14,0,12,1.96569e-12,1.96569e-12,1.91604937392759e-12,2.52535374715286
"269",0,0,68,9,23,0,0,68,9,23,1.9575e-12,1.9575e-12,1.72573875248107e-12,11.8396550456668
"270",0,0,7,53,40,0,0,7,53,40,2.09962e-12,2.09962e-12,1.83569128568116e-12,12.570308642461
"271",0,24,54,22,0,0,24,54,22,0,1.08686e-12,1.08686e-12,1.50406370175165e-12,38.3861492512058
"272",15,27,17,29,12,15,27,17,29,12,1.99049e-12,1.99049e-12,1.69017011449194e-12,15.0877364622813
"273",42,49,6,0,3,42,49,6,0,3,1.87279e-12,1.87279e-12,1.77312759129361e-12,5.32160085788533
"274",35,35,30,0,0,35,35,30,0,0,1.80669e-12,1.80669e-12,1.75152886785359e-12,3.05315976434314
"275",19,13,0,20,48,19,13,0,20,48,2.09874e-12,2.09874e-12,1.98193668015863e-12,5.56540209084375
"276",45,33,4,0,18,45,33,4,0,18,1.99951e-12,1.99951e-12,1.94701517124073e-12,2.62538465720465
"277",31,0,0,14,55,31,0,0,14,55,2.10909e-12,2.10909e-12,2.17301621605686e-12,3.03098568846556
"278",52,46,2,0,0,52,46,2,0,0,1.7692e-12,1.7692e-12,1.85265851726844e-12,4.71730258130449
"280",13,0,49,2,36,13,0,49,2,36,2.06821e-12,2.06821e-12,1.90824438745535e-12,7.73449565298745
"281",63,6,0,14,17,63,6,0,14,17,2.00462e-12,2.00462e-12,2.20416740799551e-12,9.95437579169664
"282",87,0,0,0,13,87,0,0,0,13,1.96993e-12,1.96993e-12,2.40449278596209e-12,22.0598085191903
"283",55,0,0,45,0,55,0,0,45,0,1.91311e-12,1.91311e-12,2.07185674562952e-12,8.29783680130904
"284",0,0,63,0,37,0,0,63,0,37,2.04873e-12,2.04873e-12,1.80301873264284e-12,11.9933455046374
"287",0,13,29,58,0,0,13,29,58,0,1.1275e-12,1.1275e-12,1.55779481518513e-12,38.1636199720735
"288",1,0,0,16,83,1,0,0,16,83,2.13619e-12,2.13619e-12,2.07879470617477e-12,2.68680659610019
"290",0,57,0,0,43,0,57,0,0,43,1.28425e-12,1.28425e-12,1.613565903442e-12,25.6426633009151
"292",11,25,64,0,0,11,25,64,0,0,1.82297e-12,1.82297e-12,1.58705666868447e-12,12.9411526967271
"293",27,18,0,55,0,27,18,0,55,0,1.92277e-12,1.92277e-12,1.76647500567791e-12,8.12863703521951
"294",45,4,34,17,0,45,4,34,17,0,1.87436e-12,1.87436e-12,1.96306204403777e-12,4.73239100481067
"295",52,0,8,0,40,52,0,8,0,40,2.07639e-12,2.07639e-12,2.26153466407105e-12,8.91666132427185
"296",28,0,5,24,43,28,0,5,24,43,2.09005e-12,2.09005e-12,2.08198189648153e-12,0.386024426136744
"298",38,14,0,48,0,38,14,0,48,0,1.91643e-12,1.91643e-12,1.8734912016119e-12,2.24056179396569
