"","X10","X30","X50","X70","X90","X0.9","X1.0","X1.1","X1.2","X1.3","WorstCase","expectedDelayPLS","resultDelayPLS","abs(errorPLS)"
"54",20,6,42,5,27,20,6,42,5,27,2.33863e-11,2.33863e-11,2.22121234567035e-11,5.02078799680349
"57",0,27,37,36,0,0,27,37,36,0,1.99292e-11,1.99292e-11,1.97299835573487e-11,0.999620871140228
"58",0,12,1,87,0,0,12,1,87,0,2.11726e-11,2.11726e-11,2.25229998391763e-11,6.37805389596138
"59",37,7,15,9,32,37,7,15,9,32,2.38792e-11,2.38792e-11,2.26469637028177e-11,5.16029137149608
"60",34,6,14,12,34,34,6,14,12,34,2.40916e-11,2.40916e-11,2.31885044271484e-11,3.74859109752631
"61",43,15,15,0,27,43,15,15,0,27,2.31743e-11,2.31743e-11,2.11226322053738e-11,8.85320287830149
"64",21,0,30,30,19,21,0,30,30,19,2.29272e-11,2.29272e-11,2.23480367243559e-11,2.52609684411587
"65",25,19,7,26,23,25,19,7,26,23,2.32683e-11,2.32683e-11,2.21517926812079e-11,4.79840520705025
"66",0,38,44,18,0,0,38,44,18,0,1.85684e-11,1.85684e-11,1.85987069088485e-11,0.163217664680371
"67",14,25,6,9,46,14,25,6,9,46,2.48686e-11,2.48686e-11,2.48618939306427e-11,0.0269660107819925
"69",0,77,23,0,0,0,77,23,0,0,1.44687e-11,1.44687e-11,1.67533998547909e-11,15.7906367178177
"70",11,0,21,35,33,11,0,21,35,33,2.43003e-11,2.43003e-11,2.49058077081369e-11,2.49177050545411
"71",21,51,16,0,12,21,51,16,0,12,2.06394e-11,2.06394e-11,1.86043942579325e-11,9.85981056652544
"72",56,0,0,44,0,56,0,0,44,0,1.92353e-11,1.92353e-11,1.92781589940599e-11,0.222814274068406
"73",16,4,35,23,22,16,4,35,23,22,2.31744e-11,2.31744e-11,2.24901055037405e-11,2.9528035084383
"74",0,49,26,18,7,0,49,26,18,7,2.11606e-11,2.11606e-11,1.93433408762474e-11,8.58793759984387
"75",12,41,27,1,19,12,41,27,1,19,2.22064e-11,2.22064e-11,2.01758558023944e-11,9.1439593883095
"76",39,11,18,15,17,39,11,18,15,17,2.22863e-11,2.22863e-11,2.05775752266791e-11,7.66715324356612
"77",42,5,0,53,0,42,5,0,53,0,1.96175e-11,1.96175e-11,1.99556537984549e-11,1.72373543241937
"78",48,0,0,22,30,48,0,0,22,30,2.38677e-11,2.38677e-11,2.28487424536227e-11,4.26919035507127
"79",46,29,0,25,0,46,29,0,25,0,1.78243e-11,1.78243e-11,1.79117537235456e-11,0.490643242907973
"80",0,0,81,19,0,0,0,81,19,0,1.96264e-11,1.96264e-11,1.96150128792813e-11,0.0580194060993966
"82",0,49,51,0,0,0,49,51,0,0,1.57316e-11,1.57316e-11,1.74674302603483e-11,11.0340350653988
"83",40,0,0,15,45,40,0,0,15,45,2.48586e-11,2.48586e-11,2.49315552584605e-11,0.293480962163994
"84",17,0,83,0,0,17,0,83,0,0,1.55494e-11,1.55494e-11,1.82560188987958e-11,17.4065809535788
"85",15,0,0,54,31,15,0,0,54,31,2.42394e-11,2.42394e-11,2.54024760331535e-11,4.79828722308941
"86",32,53,0,0,15,32,53,0,0,15,2.12456e-11,2.12456e-11,1.86944691411155e-11,12.0078080114685
"87",28,14,33,19,6,28,14,33,19,6,2.02063e-11,2.02063e-11,1.93774584084214e-11,4.10189689145773
"89",0,37,0,0,63,0,37,0,0,63,2.63267e-11,2.63267e-11,2.69997565032554e-11,2.55655476476524
"90",0,0,73,27,0,0,0,73,27,0,2.02478e-11,2.02478e-11,1.99931305252634e-11,1.25776368166691
"91",0,11,31,21,37,0,11,31,21,37,2.5227e-11,2.5227e-11,2.48476587400586e-11,1.50371134079109
"92",21,22,36,0,21,21,22,36,0,21,2.25084e-11,2.25084e-11,2.06619704939676e-11,8.20329079824615
"93",23,3,0,37,37,23,3,0,37,37,2.45617e-11,2.45617e-11,2.5184244769949e-11,2.53461596692801
"94",37,0,0,57,6,37,0,0,57,6,2.13047e-11,2.13047e-11,2.12864923624681e-11,0.0854630083123142
"95",23,40,37,0,0,23,40,37,0,0,1.45159e-11,1.45159e-11,1.70732820841871e-11,17.6177989941175
"96",23,39,17,0,21,23,39,17,0,21,2.24187e-11,2.24187e-11,2.01742209074179e-11,10.0116380190739
"97",22,0,0,15,63,22,0,0,15,63,2.56621e-11,2.56621e-11,2.80557248818845e-11,9.32747079110645
"98",13,9,23,50,5,13,9,23,50,5,2.1057e-11,2.1057e-11,2.12304537453485e-11,0.823734365524409
"99",0,63,0,37,0,0,63,0,37,0,1.96546e-11,1.96546e-11,1.8859209170237e-11,4.04684312966434
"100",0,52,17,30,1,0,52,17,30,1,1.98282e-11,1.98282e-11,1.89553175911058e-11,4.40222717591223
"101",30,21,10,23,16,30,21,10,23,16,2.2315e-11,2.2315e-11,2.0798272664618e-11,6.79689596855023
"102",0,20,30,27,23,0,20,30,27,23,2.40975e-11,2.40975e-11,2.28514453764517e-11,5.17088753417706
"103",0,14,23,35,28,0,14,23,35,28,2.46687e-11,2.46687e-11,2.41148166182242e-11,2.24528808480295
"104",31,15,52,2,0,31,15,52,2,0,1.54922e-11,1.54922e-11,1.75884141393709e-11,13.5307712227504
"105",0,83,0,0,17,0,83,0,0,17,2.2442e-11,2.2442e-11,1.90900334123813e-11,14.9361313056713
"106",0,25,46,0,29,0,25,46,0,29,2.42637e-11,2.42637e-11,2.23264893880747e-11,7.98398682775209
"108",0,7,56,37,0,0,7,56,37,0,2.00465e-11,2.00465e-11,2.02872699813518e-11,1.20105744819181
"110",16,26,39,19,0,16,26,39,19,0,1.78843e-11,1.78843e-11,1.85181356372878e-11,3.54408971717
"111",33,37,0,1,29,33,37,0,1,29,2.33657e-11,2.33657e-11,2.11729274833298e-11,9.38457874863685
"112",88,12,0,0,0,88,12,0,0,0,1.00654e-11,1.00654e-11,1.60248008936817e-11,59.2067964877873
"113",11,37,6,26,20,11,37,6,26,20,2.29236e-11,2.29236e-11,2.16330427688188e-11,5.62981918713121
"114",0,65,0,18,17,0,65,0,18,17,2.30554e-11,2.30554e-11,2.03998176622708e-11,11.5182661664043
"115",0,49,49,2,0,0,49,49,2,0,1.6217e-11,1.6217e-11,1.75619596718438e-11,8.29351712304265
"116",21,12,26,21,20,21,12,26,21,20,2.28831e-11,2.28831e-11,2.17630907577356e-11,4.89448213862826
"117",10,65,4,21,0,10,65,4,21,0,1.75336e-11,1.75336e-11,1.77808160762837e-11,1.40995617718935
"118",27,0,61,0,12,27,0,61,0,12,2.09472e-11,2.09472e-11,1.97422562613854e-11,5.75229022788051
"119",0,81,10,9,0,0,81,10,9,0,1.65572e-11,1.65572e-11,1.70767778628697e-11,3.13807807400852
"120",49,0,24,0,27,49,0,24,0,27,2.32178e-11,2.32178e-11,2.13424551159671e-11,8.07718596952711
"121",28,10,62,0,0,28,10,62,0,0,1.5212e-11,1.5212e-11,1.77027368464883e-11,16.3735001741276
"122",0,52,41,7,0,0,52,41,7,0,1.71027e-11,1.71027e-11,1.77217799428444e-11,3.61977899889703
"123",29,34,0,32,5,29,34,0,32,5,2.03037e-11,2.03037e-11,1.9308312885808e-11,4.90249124145867
"124",90,0,0,0,10,90,0,0,0,10,1.97058e-11,1.97058e-11,1.77410769592298e-11,9.97027799312984
"125",20,32,30,18,0,20,32,30,18,0,1.76593e-11,1.76593e-11,1.82094021639981e-11,3.11508476552351
"128",27,16,10,20,27,27,16,10,20,27,2.35978e-11,2.35978e-11,2.2476274242678e-11,4.7526708308488
"129",0,2,47,34,17,0,2,47,34,17,2.35276e-11,2.35276e-11,2.27626213667392e-11,3.25140954989357
"131",0,66,0,0,34,0,66,0,0,34,2.4604e-11,2.4604e-11,2.20131919459652e-11,10.5300278574004
"132",43,6,12,39,0,43,6,12,39,0,1.91008e-11,1.91008e-11,1.9241331269057e-11,0.735734990455961
"133",27,21,15,0,37,27,21,15,0,37,2.41495e-11,2.41495e-11,2.28679688587864e-11,5.30665703726201
"134",54,46,0,0,0,54,46,0,0,0,1.13222e-11,1.13222e-11,1.60796931152037e-11,42.0191580717852
"135",0,88,0,0,12,0,88,0,0,12,2.12278e-11,2.12278e-11,1.82302809025036e-11,14.1207242271756
"136",27,19,17,37,0,27,19,17,37,0,1.90561e-11,1.90561e-11,1.92491367489571e-11,1.01299189738271
"137",18,41,33,0,8,18,41,33,0,8,1.96275e-11,1.96275e-11,1.83549541418582e-11,6.48348418362917
"139",37,7,16,2,38,37,7,16,2,38,2.42584e-11,2.42584e-11,2.31948072589599e-11,4.38443071694792
"140",0,0,40,60,0,0,0,40,60,0,2.15404e-11,2.15404e-11,2.15528658149398e-11,0.0578717894736069
"141",6,0,31,0,63,6,0,31,0,63,2.55968e-11,2.55968e-11,2.77806033039296e-11,8.53154809948748
"142",0,39,27,34,0,0,39,27,34,0,1.97458e-11,1.97458e-11,1.93294411149e-11,2.1085946636752
"143",16,28,0,0,56,16,28,0,0,56,2.52742e-11,2.52742e-11,2.57702713557694e-11,1.96275789449081
"144",30,8,27,35,0,30,8,27,35,0,1.90257e-11,1.90257e-11,1.9353772593453e-11,1.72436542914567
"145",0,18,0,0,82,0,18,0,0,82,2.68217e-11,2.68217e-11,3.02668160407904e-11,12.8445103807381
"146",23,7,27,0,43,23,7,27,0,43,2.46109e-11,2.46109e-11,2.42121428100071e-11,1.62024627296407
"147",10,0,18,36,36,10,0,18,36,36,2.45116e-11,2.45116e-11,2.54195362250893e-11,3.7041083613035
"148",0,32,0,68,0,0,32,0,68,0,2.0867e-11,2.0867e-11,2.11149487117135e-11,1.18823363067742
"150",0,72,28,0,0,0,72,28,0,0,1.4772e-11,1.4772e-11,1.68809052843547e-11,14.2763693768936
"151",0,0,53,0,47,0,0,53,0,47,2.6419e-11,2.6419e-11,2.56001060250235e-11,3.09964031559279
"152",19,14,16,41,10,19,14,16,41,10,2.17907e-11,2.17907e-11,2.12471196662705e-11,2.49455195899877
"153",0,3,31,25,41,0,3,31,25,41,2.55173e-11,2.55173e-11,2.58265239146028e-11,1.21182066520691
"154",13,30,31,21,5,13,30,31,21,5,2.00099e-11,2.00099e-11,1.93242544744952e-11,3.42653149443438
"156",2,48,2,34,14,2,48,2,34,14,2.22631e-11,2.22631e-11,2.10959920405311e-11,5.24234252852879
"157",0,39,32,29,0,0,39,32,29,0,1.94471e-11,1.94471e-11,1.90931175861612e-11,1.82023239371844
"158",20,13,7,34,26,20,13,7,34,26,2.36884e-11,2.36884e-11,2.32578429059367e-11,1.81758621968271
"159",47,44,1,8,0,47,44,1,8,0,1.49998e-11,1.49998e-11,1.66986218741258e-11,11.3256301692409
"160",20,3,29,48,0,20,3,29,48,0,1.96817e-11,1.96817e-11,2.03668748279013e-11,3.48127868985539
"161",29,22,0,27,22,29,22,0,27,22,2.31545e-11,2.31545e-11,2.18676424610892e-11,5.55769953534198
"162",34,24,0,14,28,34,24,0,14,28,2.35412e-11,2.35412e-11,2.19453177958376e-11,6.77910303706883
"163",0,0,0,86,14,0,0,0,86,14,2.51378e-11,2.51378e-11,2.48320399892604e-11,1.21633560112503
"164",18,0,0,67,15,18,0,0,67,15,2.28453e-11,2.28453e-11,2.35923798618213e-11,3.27016875165249
"165",16,29,26,22,7,16,29,26,22,7,2.05892e-11,2.05892e-11,1.96085724092322e-11,4.7628251256378
"166",35,7,15,27,16,35,7,15,27,16,2.24335e-11,2.24335e-11,2.1208768875306e-11,5.45938495862871
"167",0,72,27,0,1,0,72,27,0,1,1.61452e-11,1.61452e-11,1.70273547004175e-11,5.46388214712406
"169",25,0,75,0,0,25,0,75,0,0,1.54414e-11,1.54414e-11,1.8039094394665e-11,16.8229201669859
"170",44,5,18,28,5,44,5,18,28,5,2.02436e-11,2.02436e-11,1.94520521090418e-11,3.91011426306687
"171",52,0,42,0,6,52,0,42,0,6,1.89007e-11,1.89007e-11,1.81856706896001e-11,3.78308375033685
"172",0,58,31,0,11,0,58,31,0,11,2.129e-11,2.129e-11,1.88488640638238e-11,11.4661152474224
"173",43,48,6,0,3,43,48,6,0,3,1.64096e-11,1.64096e-11,1.67663103847463e-11,2.17379085868195
"174",28,13,22,14,23,28,13,22,14,23,2.3093e-11,2.3093e-11,2.16562760386623e-11,6.22146954201598
"175",65,35,0,0,0,65,35,0,0,0,1.1036e-11,1.1036e-11,1.60619338670642e-11,45.5412637465044
"176",7,0,26,34,33,7,0,26,34,33,2.42935e-11,2.42935e-11,2.49670052544545e-11,2.77236814149673
"177",20,24,31,25,0,20,24,31,25,0,1.83641e-11,1.83641e-11,1.87442637915346e-11,2.07014659871476
"178",21,38,4,21,16,21,38,4,21,16,2.22429e-11,2.22429e-11,2.05142648597526e-11,7.77162663253155
"179",29,18,13,24,16,29,18,13,24,16,2.23552e-11,2.23552e-11,2.09491561911204e-11,6.28956041046189
"180",0,79,21,0,0,0,79,21,0,0,1.43385e-11,1.43385e-11,1.67023976829654e-11,16.4863666559637
"181",0,0,0,78,22,0,0,0,78,22,2.59461e-11,2.59461e-11,2.56255176717803e-11,1.23557038714741
"182",43,0,0,57,0,43,0,0,57,0,1.97603e-11,1.97603e-11,2.02451024879934e-11,2.45341663837801
"183",0,0,100,0,0,0,0,100,0,0,1.71272e-11,1.71272e-11,1.87169834700737e-11,9.28221466482393
"184",17,0,37,29,17,17,0,37,29,17,2.26636e-11,2.26636e-11,2.2116335438548e-11,2.41472917564739
"185",0,29,71,0,0,0,29,71,0,0,1.6164e-11,1.6164e-11,1.79774519786036e-11,11.2190793034123
"187",24,76,0,0,0,24,76,0,0,0,1.17646e-11,1.17646e-11,1.61281274283113e-11,37.0903169534983
"188",0,0,0,46,54,0,0,0,46,54,2.78199e-11,2.78199e-11,2.87994284018602e-11,3.52096305831497
"189",0,0,24,70,6,0,0,24,70,6,2.30585e-11,2.30585e-11,2.2904209368794e-11,0.669126921551644
"190",4,63,19,14,0,4,63,19,14,0,1.6987e-11,1.6987e-11,1.76636586859729e-11,3.98339133439063
"191",3,32,37,0,28,3,32,37,0,28,2.33847e-11,2.33847e-11,2.19201856815736e-11,6.26270304270077
"192",60,12,8,0,20,60,12,8,0,20,2.21727e-11,2.21727e-11,1.97130249793948e-11,11.0932589202272
"193",1,0,0,39,60,1,0,0,39,60,2.56309e-11,2.56309e-11,2.9320156394986e-11,14.3937840457651
"194",0,46,0,33,21,0,46,0,33,21,2.39132e-11,2.39132e-11,2.21791065450809e-11,7.25161607362921
"195",0,53,3,18,26,0,53,3,18,26,2.42086e-11,2.42086e-11,2.20238754377888e-11,9.02458036487509
"196",0,0,24,49,27,0,0,24,49,27,2.54538e-11,2.54538e-11,2.49870882854089e-11,1.83356400455378
"197",0,47,0,53,0,0,47,0,53,0,2.0413e-11,2.0413e-11,2.00234618368055e-11,1.90828473617065
"198",43,0,0,0,57,43,0,0,0,57,2.53129e-11,2.53129e-11,2.58986309759481e-11,2.31396235100712
"199",0,6,0,2,92,0,6,0,2,92,2.69431e-11,2.69431e-11,3.21318526438668e-11,19.2581872311158
"200",25,19,26,16,14,25,19,26,16,14,2.18738e-11,2.18738e-11,2.03611008791654e-11,6.91557534966308
"201",3,12,6,25,54,3,12,6,25,54,2.53859e-11,2.53859e-11,2.74195098611548e-11,8.0107849678555
"202",33,24,15,2,26,33,24,15,2,26,2.31331e-11,2.31331e-11,2.11123580577552e-11,8.73528382380583
"203",22,12,30,36,0,22,12,30,36,0,1.91059e-11,1.91059e-11,1.95159574596805e-11,2.146234721633
"204",0,25,24,0,51,0,25,24,0,51,2.58398e-11,2.58398e-11,2.55483765414555e-11,1.12780849133712
"205",23,7,6,25,39,23,7,6,25,39,2.46104e-11,2.46104e-11,2.48079627894502e-11,0.80276139132327
"206",4,15,51,23,7,4,15,51,23,7,2.07354e-11,2.07354e-11,2.03382390739548e-11,1.9153762456724
"207",19,11,33,30,7,19,11,33,30,7,2.09378e-11,2.09378e-11,2.0364362912595e-11,2.73876475754367
"208",40,36,14,10,0,40,36,14,10,0,1.60803e-11,1.60803e-11,1.71869689140379e-11,6.88214096775488
"209",4,16,29,28,23,4,16,29,28,23,2.3345e-11,2.3345e-11,2.28922521737851e-11,1.93937813756647
"211",23,24,19,34,0,23,24,19,34,0,1.89022e-11,1.89022e-11,1.90882994542154e-11,0.984538594530937
"212",19,68,0,0,13,19,68,0,0,13,2.07146e-11,2.07146e-11,1.8371556339511e-11,11.3110736412433
"213",0,0,0,37,63,0,0,0,37,63,2.81104e-11,2.81104e-11,2.96920907946951e-11,5.62671038012656
"215",46,13,17,24,0,46,13,17,24,0,1.80299e-11,1.80299e-11,1.82725063924021e-11,1.34557813632963
"216",10,40,0,21,29,10,40,0,21,29,2.37719e-11,2.37719e-11,2.26653762899229e-11,4.65475502621637
"218",21,6,15,0,58,21,6,15,0,58,2.53873e-11,2.53873e-11,2.6488616262894e-11,4.33805982870954
"219",1,12,27,32,28,1,12,27,32,28,2.38726e-11,2.38726e-11,2.39969091097901e-11,0.520718772945128
"220",30,1,0,59,10,30,1,0,59,10,2.20711e-11,2.20711e-11,2.21311272934164e-11,0.271972368465323
"222",13,50,2,0,35,13,50,2,0,35,2.39412e-11,2.39412e-11,2.22151564174196e-11,7.20951156408354
"223",0,29,33,0,38,0,29,33,0,38,2.50301e-11,2.50301e-11,2.35425297889885e-11,5.94312532115926
"224",0,16,17,24,43,0,16,17,24,43,2.56118e-11,2.56118e-11,2.57406439241147e-11,0.503064697189104
"225",0,33,19,48,0,0,33,19,48,0,2.04025e-11,2.04025e-11,2.01441535108453e-11,1.26624918100553
"227",5,18,46,26,5,5,18,46,26,5,2.03269e-11,2.03269e-11,2.0083515538318e-11,1.19735159656424
"228",0,0,79,21,0,0,0,79,21,0,1.98149e-11,1.98149e-11,1.97095422907768e-11,0.531709517702117
"229",18,0,5,19,58,18,0,5,19,58,2.55122e-11,2.55122e-11,2.76209988766272e-11,8.26584487667539
"230",26,4,21,19,30,26,4,21,19,30,2.38805e-11,2.38805e-11,2.3201486379088e-11,2.84338108880464
"231",26,38,15,17,4,26,38,15,17,4,1.92543e-11,1.92543e-11,1.84322352289267e-11,4.26951263392238
"232",22,28,5,44,1,22,28,5,44,1,1.96776e-11,1.96776e-11,1.96325071471212e-11,0.229158296127807
"233",34,3,0,28,35,34,3,0,28,35,2.43491e-11,2.43491e-11,2.41676923929137e-11,0.74502797674787
"235",35,15,1,37,12,35,15,1,37,12,2.19852e-11,2.19852e-11,2.08916095812305e-11,4.97421182781808
"236",20,80,0,0,0,20,80,0,0,0,1.17952e-11,1.17952e-11,1.61345853367256e-11,36.7894171928038
"237",13,24,20,32,11,13,24,20,32,11,2.18348e-11,2.18348e-11,2.08758692495738e-11,4.39175421998932
"238",0,1,0,99,0,0,1,0,99,0,2.12347e-11,2.12347e-11,2.33706882531899e-11,10.0589518721241
"239",12,4,36,40,8,12,4,36,40,8,2.14376e-11,2.14376e-11,2.13517759286393e-11,0.400343654890201
"240",0,13,28,45,14,0,13,28,45,14,2.32857e-11,2.32857e-11,2.2562672936736e-11,3.10502610299028
"241",21,37,0,10,32,21,37,0,10,32,2.38539e-11,2.38539e-11,2.23630448394442e-11,6.24994303051428
"242",9,0,76,0,15,9,0,76,0,15,2.16867e-11,2.16867e-11,2.0669684643868e-11,4.68958096958965
"243",58,0,22,20,0,58,0,22,20,0,1.76566e-11,1.76566e-11,1.80895749300808e-11,2.45219878164968
"244",27,15,22,36,0,27,15,22,36,0,1.9051e-11,1.9051e-11,1.93038763868604e-11,1.32736542365459
"245",12,19,12,43,14,12,19,12,43,14,2.24583e-11,2.24583e-11,2.19897502535677e-11,2.08630994524222
"246",0,0,44,56,0,0,0,44,56,0,2.14414e-11,2.14414e-11,2.13638069919487e-11,0.361884056317685
"247",30,7,29,21,13,30,7,29,21,13,2.18587e-11,2.18587e-11,2.06214102077129e-11,5.66039971401369
"248",45,42,0,13,0,45,42,0,13,0,1.61586e-11,1.61586e-11,1.70401787007228e-11,5.45578639685893
"249",34,2,5,30,29,34,2,5,30,29,2.39005e-11,2.39005e-11,2.34090263939454e-11,2.05633190123468
"250",53,0,0,14,33,53,0,0,14,33,2.3993e-11,2.3993e-11,2.27743952407470e-11,5.07900120557225
"251",0,43,57,0,0,0,43,57,0,0,1.58934e-11,1.58934e-11,1.76204367758249e-11,10.8663770862426
"252",46,40,14,0,0,46,40,14,0,0,1.31348e-11,1.31348e-11,1.64496241348111e-11,25.2369593355898
"253",0,46,17,37,0,0,46,17,37,0,1.98175e-11,1.98175e-11,1.9292727630754e-11,2.64802507503984
"254",28,2,5,53,12,28,2,5,53,12,2.23133e-11,2.23133e-11,2.21691679311752e-11,0.645946896356864
"255",19,7,35,27,12,19,7,35,27,12,2.18756e-11,2.18756e-11,2.10568202193166e-11,3.74289062098143
"256",46,10,0,22,22,46,10,0,22,22,2.30486e-11,2.30486e-11,2.14763673920256e-11,6.82138007503442
"257",0,53,0,28,19,0,53,0,28,19,2.35684e-11,2.35684e-11,2.14713765828272e-11,8.89760618952838
"258",37,9,0,17,37,37,9,0,17,37,2.43606e-11,2.43606e-11,2.37063262572881e-11,2.68578665021336
"259",59,31,10,0,0,59,31,10,0,0,1.26042e-11,1.26042e-11,1.63266315888134e-11,29.5332634265831
"260",28,10,29,6,27,28,10,29,6,27,2.33822e-11,2.33822e-11,2.19404593146695e-11,6.16597533735297
"262",41,0,21,0,38,41,0,21,0,38,2.42322e-11,2.42322e-11,2.31703231967883e-11,4.38208995968871
"264",29,0,0,71,0,29,0,0,71,0,2.01555e-11,2.01555e-11,2.12864262506911e-11,5.61100568426014
"265",24,34,0,1,41,24,34,0,1,41,2.44205e-11,2.44205e-11,2.32508638009683e-11,4.78956695821813
"266",70,0,24,0,6,70,0,24,0,6,1.85952e-11,1.85952e-11,1.76975905553058e-11,4.82710293352169
