"","Mean Absolute Error (s)","Mean Average Error (%)","Max Error (%)","MSE (s)","RMS Error","RMS","NRMSE"
"Dist. Euclid.",4.13036071428571e-13,12.765596429758,74.6573904223834,5.35816622326355e-25,6.66368279881435e-13,22.6234794069846,0.179928501248881
"Correlação",5.04809285714286e-13,14.4767267782476,74.6573904223834,6.24005991414532e-25,7.61175982387966e-13,23.9037633910968,0.194171842227588
"PLS",2.83035644129912e-13,7.95028780129797,43.0716913924012,1.32466790667175e-25,3.6528163518711e-13,12.3771332539215,0.0894633957384032
