"","Mean Absolute Error (s)","Mean Average Error (%)","Max Error (%)","MSE (s)","RMS Error","RMS","NRMSE"
"Dist. Euclid.",9.48136785714286e-13,15.4379864194039,112.203048408845,3.14766281782118e-24,1.60466599797613e-12,30.0632400553092,0.212480694791512
"Correlação",1.16214e-12,17.5922834084336,112.203048408845,3.54724537972364e-24,1.78402069168013e-12,31.182678545173,0.225564625445721
"PLS",5.6856995924054e-13,7.94401420917042,54.2459539854427,5.4877417559959e-25,7.5899339526326e-13,13.840731593277,0.0887201380333236
