Extract results file for inv100
7.56992e-10
7.69489e-10
7.84581e-10
7.95921e-10
8.05254e-10
8.13459e-10
8.20786e-10
8.27461e-10
8.33607e-10
8.39323e-10
8.44673e-10
8.49713e-10
8.54485e-10
8.59009e-10
8.63322e-10
8.67446e-10
8.71392e-10
8.75180e-10
8.78828e-10
8.82342e-10
8.85730e-10
8.88999e-10
8.92168e-10
8.95229e-10
8.98140e-10
9.00955e-10
9.03671e-10
9.06301e-10
9.08849e-10
9.11319e-10
9.13745e-10
9.16120e-10
9.18444e-10
9.20710e-10
9.22917e-10
9.25072e-10
9.27179e-10
9.29241e-10
9.31257e-10
9.33235e-10
9.35173e-10
9.37067e-10
9.38924e-10
9.40743e-10
9.42528e-10
9.44283e-10
9.46005e-10
9.47699e-10
9.49361e-10
9.50997e-10
9.52597e-10
9.54172e-10
9.55720e-10
9.57245e-10
9.58744e-10
9.60222e-10
9.61676e-10
9.63109e-10
9.64520e-10
9.65909e-10
9.67281e-10
9.68630e-10
9.69961e-10
9.71272e-10
9.72568e-10
9.73847e-10
9.75105e-10
9.76349e-10
9.77578e-10
9.78791e-10
9.79987e-10
9.81169e-10
9.82337e-10
9.83490e-10
9.84628e-10
9.85751e-10
9.86862e-10
9.87959e-10
9.89044e-10
9.90116e-10
9.91180e-10
9.92231e-10
9.93268e-10
9.94294e-10
9.95312e-10
9.96318e-10
9.97315e-10
9.98299e-10
9.99273e-10
1.00024e-09
1.00119e-09
1.00214e-09
1.00308e-09
1.00401e-09
1.00492e-09
1.00583e-09
1.00674e-09
1.00763e-09
1.00852e-09
1.00940e-09
2.25374e-10
Extract results file for inv100
7.56992e-10
7.69489e-10
8.11989e-10
8.34003e-10
8.51019e-10
8.65200e-10
8.77489e-10
8.88365e-10
8.98129e-10
9.06780e-10
9.14568e-10
9.21848e-10
9.28583e-10
9.34870e-10
9.40766e-10
9.46303e-10
9.51545e-10
9.56496e-10
9.61202e-10
9.65684e-10
9.69957e-10
9.74046e-10
9.77969e-10
9.81732e-10
9.85353e-10
9.88835e-10
9.92197e-10
9.95448e-10
9.98588e-10
1.00163e-09
1.00457e-09
1.00744e-09
1.01022e-09
1.01293e-09
1.01556e-09
1.01812e-09
1.02061e-09
1.02305e-09
1.02543e-09
1.02775e-09
1.03002e-09
1.03224e-09
1.03442e-09
1.03655e-09
1.03864e-09
1.04069e-09
1.04269e-09
1.04466e-09
1.04659e-09
1.04848e-09
1.05035e-09
1.05219e-09
1.05400e-09
1.05577e-09
1.05751e-09
1.05923e-09
1.06092e-09
1.06259e-09
1.06423e-09
1.06584e-09
1.06744e-09
1.06901e-09
1.07056e-09
1.07209e-09
1.07359e-09
1.07508e-09
1.07655e-09
1.07801e-09
1.07944e-09
1.08086e-09
1.08226e-09
1.08365e-09
1.08502e-09
1.08637e-09
1.08770e-09
1.08902e-09
1.09033e-09
1.09163e-09
1.09291e-09
1.09418e-09
1.09544e-09
1.09668e-09
1.09791e-09
1.09913e-09
1.10034e-09
1.10154e-09
1.10272e-09
1.10389e-09
1.10506e-09
1.10621e-09
1.10736e-09
1.10849e-09
1.10962e-09
1.11074e-09
1.11184e-09
1.11294e-09
1.11403e-09
1.11511e-09
1.11618e-09
1.11724e-09
3.15694e-10
