Extract results file for inv100
3.99999e-05
3.99999e-05
3.99999e-05
3.99999e-05
3.99999e-05
3.99999e-05
3.99999e-05
3.99999e-05
3.99999e-05
3.99999e-05
3.99999e-05
3.99999e-05
3.99999e-05
3.99999e-05
3.99999e-05
3.99999e-05
3.99999e-05
3.99999e-05
3.99999e-05
3.99999e-05
3.99999e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
4.00000e-05
1.87235e-13
1.05026e-12
1.88685e-12
2.71509e-12
1.27806e-13
9.34613e-13
1.74448e-12
2.54490e-12
3.32916e-12
4.09989e-12
4.87138e-12
5.63523e-12
6.39646e-12
7.14313e-12
7.88982e-12
8.62814e-12
9.36161e-12
1.00893e-11
1.08106e-11
1.15139e-11
1.22145e-11
1.29123e-11
1.36097e-11
1.43000e-11
1.49736e-11
1.56538e-11
1.63249e-11
1.69867e-11
1.76409e-11
1.82974e-11
1.89487e-11
1.95968e-11
2.02408e-11
2.08733e-11
2.14892e-11
2.21171e-11
2.27541e-11
2.33883e-11
1.48942e-10
